question|ref_ans|student_ans|accuracy|explainationWhat role does the path play in determining whether or not a switch affects a bulb?|If a bulb and a switch are in the same path the switch affects the bulb|if the switch is contained in the path with the bulb, the switch affects the bulb.|correct|: Path continues from the source to a point P. There is also a path which goes through target and at some stage in its pathway it encounters an obstacle S (either switch depicted in figure). As long as no obstacles are inside any segment of this last contiguous free-space conduit whose beginning or end is outside containment sphere
Lee has an object he wants to test to see if it is an insulator or a conductor. He is going to use the circuit you see in the picture. How will he know if the object is a conductor?|If the motor runs, the object is a conductor.|The motor will run that is how you will know.|correct|/Guideance to the perceived answer Jim used a solid and water to make Mixtures one (one spoon of solid in 100 milliliters water was clear with nothing on the bottom), 3 (3 spoons of solid in 100 milliliters water was clear with nothing on the bottom), 4 (4 spoons of solid in 100 milliliters water was clear with material on the bottom), and 5 (5 spoons of solid in 100 milliliters water was clear with material on the bottom) as shown below. He stirred each one and observed the results. If Jim made Mixture 2 with 2 spoons of solid in 100 milliliters of water, what would he observe? What evidence do you have to support this?|Jim would see a clear solution. 3 spoons of solid dissolves, so 2 spoons will dissolve.|There would be a clear liquid with no solid on the bottom.|incorrect|: Student answer is correct. A clear solution formed when 3 spoons of solid were placed in water, so there will be no visible solids after 2 sopes dissolve Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box.
What will happen when she moves the switch to the left?|The bulb will light.|The light bulb will not work.|incorrect|/ResponseShe closes the circuit so not current can flow.
Georgia found one brown mineral and one black mineral. How will she know which one is harder?|The harder mineral will leave a scratch on the less hard mineral. If the black mineral is harder, the brown mineral will have a scratch.|Because whichever one scratches is the hardest.|correct|: If you use a harder material in one experiment it is called destructive testing.
Describe what the graph tells you about the relationship between the number of scoops of fertilizer and the mass of beans harvested?|When less than 3 scoops of fertilizer are used, the more fertilizer used, the greater the mass of beans harvested. When more than 3 scoops of fertilizer are used, the more fertilizer used, the less the mass of beans harvested.|When it get up to 3 scoops the mass of beans harvested decreases.|correct|: Each tomato plant is missing two of its arms. What would be the appropriate graph?
Joanne mixed material R and material D together, added water, and stirred. After a few minutes, the liquid was clear and there was a solid on the bottom of the cup. Joanne used a paper filter to separate the solid from the liquid. Why does the solid stay in the filter when the liquid goes through?|The particles of the solid are too big to go through the holes in the paper filter.|The solid was too big to go through the filter paper.|correct|: Filter tion happens because the liquid was filtered through a paper filter after it had been allowed to completely mix and then left for many minutes. The solid that you might not think would give is actually giving off its particles into the water, making something called an emulsion . Emulsions can be clarified by using filt
Sometimes a red stoplight changes to green only when a car stops at the light. A type of magnet hidden under the surface of the road triggers the light to turn green. What is it about the car that could trigger a magnet to send a signal to the light?|A car is made of a lot of iron or steel.|The car is made of iron or steel.|correct|: Even though automobiles are made of steel for the body, tires are usually filled with compressed air. Air has no influence on magnetic fields at all! Unless you know that cars have iron magnets to attract computer chips inside, many students might forget about this detail and fail here after giving an answer above.
What happens to earth materials during deposition?|Earth materials settle out during deposition.|Earth material get deposited and forms a delta.|correct|: Results are seen in the debris. But they also will find some amount of deposition with this question, because it is talking about material settling out which means its accumulating over time e.g ocean sediments Look at the schematic diagram. What will happen to the other 2 bulbs if the middle bulb burns out?|If the middle bulb burns out the other 2 bulbs will stay lit.|The other 2 will still light.|correct|: Two 2-bulb configurations are drawn on the right side. Keep in mind that bulbs A and Z (the DC light source) could be an old fashioned Christmas tree lights or whatever you wish them to represent; there simply needs to be a distinction between singular bulb, half of voltage divider configuration, quarter of A magnet attracted another magnet even when a foam block was placed between them (see box A below). What do you think would happen if 2 foam blocks were placed between the 2 magnets (see box B). A. The magnets will stick. B. The magnets will not stick. (C. It might stick, but it might not.) Explain why you chose that answer.|You can not tell because we do not know the strength of the magnets. If the magnets are weak, the second piece of foam might put too much distance between the 2 magnets for the interaction to hold the magnets in place. If the magnets are strong the magnets might stay in place.|I chose because that is the answer.|incorrect|Example-Teacher: When the teacher provides an example to illustrate her thinking, she helps students understand what is important in answering this question.
What is the relationship between the amount of effort required to lift the load and its distance from the fulcrum?|If the effort is applied farther from the fulcrum, less effort will lift the load.|They both relate because one equals the other for a answer.|incorrect|:Jim used a solid and water to make Mixtures one (one spoon of solid in 100 milliliters water was clear with nothing on the bottom), 3 (3 spoons of solid in 100 milliliters water was clear with nothing on the bottom), 4 (4 spoons of solid in 100 milliliters water was clear with material on the bottom), and 5 (5 spoons of solid in 100 milliliters water was clear with material on the bottom) as shown below. He stirred each one and observed the results. Is the concentration of Mixture 5 less than, greater than, or the same as the concentration of Mixture 4? Explain your answer.|The concentrations are the same because both mixtures are saturated.|Greater than because mixture 5 has the same amount of water with more spoons of solid.|incorrect|: Notice that student answer reflects an incorrect belief. Many students use the existence of undissolved material to demonstrate inadequacy of mixing when in fact, if there is no change in appearance at all then they are adequate mixtures - both Mixture 1 and 4 were successful even though some solid was still present on the bottom Denise made a circuit to light a bulb or run a motor off a D-cell battery. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. Why will the motor run when she moves the switch to the right?|There is a complete circuit connecting the motor to the D-cell battery.|It will work because that is closing the switch.|correct|: "Closing the switch" refers to making a connection between two components. If Denise moves her switch so that it completes contact with another part of circuit, then ... A solution of water and material A is clear. A solution of water and material B is also clear. When the 2 solutions are mixed, a white solid settles to the bottom, leaving a clear liquid.
What does the white solid indicate?|A chemical reaction occurred. [The white solid is a precipitate (a new material) which indicates the reaction.]|It dissolved in the water.|incorrect|: The Materials were compatible, suggesting they have the same composition. 2 clear solutions mixed to give a white substance indicates chemical reaction occurred between them.(The question was answered based on its sense and not what material A is.)
The motors shown at the right with the D-cell batteries will NOT run. Explain why.|The negative terminals of the D-cell batteries are facing each other, so there is no flow of electricity.|The motors will not run because it goes from the positive side to the positive side it has to go from positive to negative to work.|correct|: The terminals on the battery must be aligned opposite to one another in order for them to transfer electricity.
3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. Describe what the girls need to do to make the contest a controlled experiment (fair test).|All variables except the girl need to be held constant (controlled). The girls all need to throw the same ball and use the same launch technique.|They need to have the same ball and throw the ball at the same place.|correct|: All variables etc. - must be the same
3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. Describe 2 variables that are not controlled in the contest.|Different girls are throwing the balls. The girls use different launch techniques. Each girl uses a different type of ball.|No one had the same ball and threw the ball differently.|correct|: The girls have both the girl and ball being a variable. This is what distinguishes their distances thrown from each other's distance measured since they are not controlled variables, this leads to difference in results that compare different launch techniques applied by them while throwing different balls at varying angles which will inevitably bring about an inconsistency across all of
When Amy added water to a mixture of baking soda and citric acid, the mixture began fizzing. Amy concluded there was a chemical reaction because it fizzed. Why is fizzing evidence of a chemical reaction?|The fizzing indicates a gas, a new material, is produced. When a new material is produced, a chemical reaction has occurred.|Because when it fizzing it releases a gas. When a gas forms from 2 materials it is a gas.|incorrect|: I talk about that gas is not formed. So it suggests like happening like when you eat the sour candy . When mixing vinegar and baking soda, water (which has citric acid in small amounts) "poisons" the carbon dioxide molecules produced by hydrochloric acid because hydrogen ions displace them from solution
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. Can she run both the light and the motor at the same time? Why or why not?|No. Only one circuit can be complete at a time.|Yes because there is enough power for it to work but it will be bright and it is a parallel circuit.|incorrect|: There is only one battery, so the power has to go through either circuit or maybe both but there will never be enough energy for them to complete at the same time. If Denise was really good with physics she would just use two separate batteries instead of using electromagnetic induction
How can you use a magnet to find out if the key is iron or aluminum?|If the key sticks, the key is iron; if the key does not stick the key is aluminum.|If it is iron it will stick if it is aluminum it will not stick.|correct|: When a magnet is close to iron, the magnetic fields from both will interact and due to that interaction force exists between them. The net result of these forces produced by two magnets interacts with each other which produces an attractive or repulsive effect depending on how it's positioned in accordance with pole orientation . But if we check
Salt crystals form when the water evaporates from saltwater. Describe the salt crystals.|The salt crystals are squares with Xs on top.|The were like feathers they were tiny little overlapping squares.|correct| of Analysis: The student is correct that the resulted form of this experiment was cubic, but he failed to compare them to the target. He also does not describe his reasoning for why they are squares with X's on top instead making a more general statement about feathers which did not capture all alternatives since some of these might have
Susan has samples of 5 different foods. Using only the results of her experiment, how will Susan know which food contains the most sugar?|Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.|Putting the bag of yeast, warm whatever the food sample you are tasting.|incorrect|: The sugar samples will ferment the yeast and it will produce a certain amount of gas.
Look at the diagram of a circuit at the right. Will the motor run? Why?|The circuit is not complete. The electrical pathway is broken.|I chose it because all the wires have to be hooked together to make a circuit.|correct|/Question: Look at the diagram of a light bulb circuit. Will the lamp turn on? Why or why not
Only one circuit below will light the bulb. Which one will work? Why is that the only circuit that will work?|That circuit is the only circuit that uses all of the correct contact points.|It is the only circuit that will work because the metal is touching the bottom and the wire is touching the bottom of the light.|correct|: If the metal was touching both sides of the light, then it would complete a circuit through that loop. The wire is directly touching one side of this bulb so there are no other possible completed circuits if connected to two points on either piece. There may be many options for ones where only 1 contact point has been made
Ms. Teridann, a geologist, made a chart showing the scratch-test data for 3 minerals (Mineral X, Mineral Y, and Mineral Z). She wrote "yes" if the tool scratched the mineral and wrote "no" if it did not scratch it. Topaz is a mineral that cannot be scratched by a fingernail, a penny, or a paperclip. How hard is topaz compared to minerals X, Y, and Z? Explain how you know.|Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.|Topaz is harder because it would be all no on the chart.|incorrect|: This answer states that topaz is the hardest of the 4 minerals listed because none of the tools could scratch it. Lithium Topaz can be scratched by a fingernail or a penny, but only with great difficulty and effort (equal to scratching quartz). The nail might not reach gemmy crystals in some examples
Look at the schematic diagram including a D-cell battery and 3 bulbs. Why do the other 2 bulbs stay lit if the middle bulb burns out?|The circuit is parallel, so each bulb has its own pathway to the D-cell battery, so the bulbs that do not burn out continue to shine.|It will happen because it is a parallel circuit not a series.|correct|: By parallel circuit, I'm referring to the diagram below. Each path between light bulbs 1 and 3 is independent of each other; whereas by series connected together they all share one common pathway to pursue current (like resisters create Ohm's Law because there are many loops).
3 girls wanted to see who could throw a ball the farthest. Each girl brought her favorite ball to the park. Ling brought her basketball, Diana brought her football, and Rachael brought her baseball. They made a line on the playground. They all had to throw the ball from that line. Ling took 2 steps up to the line and threw her basketball. Diana stood at the line and threw her football. Rachael got a running start and threw her baseball when she reached the line. Rachael threw her ball the farthest. What variable did the girls control in the contest?|The launch position (line on the playground) is the variable that is controlled.|Where she threw the ball.|correct|: All of the girls threw from a controlled position, so their launch angles and velocity were not affected by other forces.
Jim used a solid and water to make Mixture one (one spoon of solid in 100 milliliters water was clear with nothing on the bottom), Mixture 3 (3 spoons of solid in 100 milliliters water was clear with nothing on the bottom), Mixture 4 (4 spoons of solid in 100 milliliters water was clear with material on the bottom), and Mixture 5 (5 spoons of solid in 100 milliliters water was clear with material on the bottom) as shown below. He stirred each one and observed the results. What evidence does Jim have that the solid and water make a solution?|The mixtures are all clear.|Because when you use a mixture and as it dissolve it is a solution.|correct|: This target answer is incorrect. All Mixture 1 Milliliters looked clear, with nothing on the bottom; however, they didn't dissolve to make a solution yet because when mixtures are solid in an insolid state but without suspended particles dissolved vs everything dissolves.(Saladin pg 291) (3-5
Use the "slope" and "no slope" stream-table maps and logs on the facing page to answer these questions. What information do you get from the stream-table logs that you do not get from the stream-table maps?|You can see how much time is taken for the earth materials to move.|The minutes and seconds of when the events happened.|incorrect|: The time it takes for the materials to travel gives an idea of how fast water travels through a formation. If flow rates are anything but instantaneous, then this motion tends to take longer and typically will bring up more oil (or move bed waters faster along flowlines) than using something like "total porosity."
Why was the siren's sound designed to have this property?|So that people notice the sound.|Because so it can tell people to get out of the way in case of a fire.|correct|: – The siren is designed to have a high‐low frequency sound. It does not happen that the low part of the sound will go through any rough objects, because it still has enough volume/power to warn people from being burned down in their homes or workplace. But this question can also be used as an
One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?|The elytra are used to make sounds.|To make sound.|correct| : The elytra are used to make sounds during courtship, which is known as stridulation. Each wing of the beetle has ridges that can be moved up and down against each other into three sections that look sorta like teeth on a comb when looked at from underneath (the side away if you want
Look at the picture on the right. Label the poles on each magnet. (The bottom 2 magnets are stuck together, the others are not.) What is the rule that explains why you labeled the poles the way you did?|Like poles repel and opposite poles attract.|Because they are repelling each other always.|incorrect| : We are using the terms "Like poles repel" and no reference to opposite. The last one was tricky, I would explain that they were stuck together because of surface attracting them not true opposite attraction - directly mentioning with our concept opposed force answer #5 without stating opposites
What is a heat sink?|A heat sink is any material that absorbs (a lot of) heat.|The cement is heat sink and the wood is heat sink.|incorrect|: Some materials stores heat energy in manageable volumes. Heat sinks are used during phase changes where a lot of internal energy is produced but cannot escape from the system to environment without assistance (PV = nRT). Typically this resource will be lost, unless it can be practically removed because that would violate our 1st Law requirement
If Phil, a geologist, wants to test for calcite while in the field, what should he bring with him? (an acid such as vinegar). Describe what Phil should do to test for calcite and what he would observe.|Put acid on a rock. If the acid fizzes, Phil would know that the rock has calcite.|He should put a rock and vinegar into a vial and if the rock has calcite, the water will turn murky.|incorrect|: If the acid response is what Phil sees, he could tell there was calcium within it. With vinegar, if Phil sees fizzing bubbles this would be a good indication that his rock has calcite in them because of pH levels dropping; then carbonates release CO2 into solution (Dictionary).
Paula wants to test a food to see if it contains acid and/or sugar. When Paula added water and yeast to a sample of the food and put the mixture in a warm water bath, the mixture began to fizz and bubble. Paula tested for the other substance. What would the test results tell her?|If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.|Not much sugar is in the thing she is testing.|incorrect|: If sugar is present, yeast cannot consume it. So when Paula tested for gas production, she got no results (the test was negative).
Paula wants to test a food to see if it contains acid and/or sugar. When Paula added water and yeast to a sample of the food and put the mixture in a warm water bath, the mixture began to fizz and bubble. What does this chemical reaction indicate?|The food contains sugar.|Carbon Dioxide carbon dioxide.|incorrect| : When an acid is dissolved in water it forms a solution that can conduct electricity. That's because carbon dioxide, which bubbles when the yeast was added to the food sample with HCl and sugar (which decomposes into glucose and other substances), reacts with hydroxide ions ("OH−") — one of three species
The inside of a pea seed is shown below. Describe the function of each of the parts: cotyledon.|The cotyledon provides food for the plant to begin growing.|Feeds baby plant, embryo.|incorrect|: It is a seed leaf.
When conducting a controlled experiment, why do you use a standard?|A standard is used for comparison to determine how changing one variable changes the results.|You have a standard because if you do not it will not be controlled.|incorrect|: The standard is the control variable in this experiment. Without a "standard" (or some way to compare your results with), you could not possibly determine how differing levels of sunlight impacted plant growth; eventually, over time and many experiments, it might be determined that plants need full sun for plenty of water-use efficiency
How do you know when a solid and a liquid form a solution?|The solid dissolves (seems to disappear) and the liquid remains clear.|Because it turns clear. It bubbles.|incorrect|: You can see that something is dissolved in water or clear soda when you stir it with a spoon, but I want the students to label this activity as "dissolving" so they need t o pick one of these two markers. First let's find at least 30 seconds for their reactions...
Design a way to use carbon printing to find out if 2 Labrador retrievers have the same paw patterns. How will you know if the 2 dogs have paw patterns that are the same?|Compare prints to see if the patterns are the same.|I will use carbon printing to know.|incorrect|: I will take 2 old newspapers, 1 with each dog's paws print on it. Then lay the two dogs prints side by side and compare them
How does the water flow in a creek during a flood compared to normal water flow?|During a flood there is more water in the creek and the water flows faster.|It depends on if it has a slope or no slope.|incorrect|: The water flows stronger. If the slope is bigger then there will be more dirt in creek bed and it increases how much soil gets washed away by rivers during eroded flood flow events .
Mariella made a saturated solution by adding a solid to 100 milliliters water. Richard made a saturated solution by adding the same solid to 250 milliliters water. Do the 2 saturated solutions have the same concentration? Explain your answer.|Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.|No because one has more water.|incorrect|: Adding more solute does not change the concentration of a solution.
Nathaniel and Sammy are trying to make up a code for sending messages to each other by dropping items in a drop chamber and listening to them. Sammy wants to design a code using blocks made of plastic, metal, and wood. Nathaniel thinks it would be a better idea to use wooden blocks of different sizes and shapes. Which student's method would make it easier to tell the difference between the sounds? Why?|Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.|Nathaniel - Because a wooden blocks, because if you drop 3 thing you can not hear all 3. But if you drop one thing you can hear better.|incorrect|: Sound travels through all of these materials at different speeds. You can acoustically tell the difference between plastic, wood and metal just by looking–plastic is smoother than either one of them so its not as difficult to release air quickly. But dropping 3 blocks will sound more like a deep "thump" or
Look at the picture below [which shows a balance tipped down on the side containing a ball; the right cup has 20 grams and 10 grams mass pieces]. The mass of the ball is one of the following. It must be A. 20 grams. B. 30 grams. (C. 40 grams.) Explain why you chose the answer that you did.|There is 30 grams (20 grams plus 10 grams) in the right cup. The balance is tipped down on the ball side which means the ball weighs more than 30 grams. 40 grams is the only weight heavier than 30 grams.|He can use is volume because he can use it.|incorrect|: If the ball in cup A weighed over 30 grams it would be suspended vertically in that weighing.
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.|The embryo contains the tiny leaves and root of the plant.|The baby plant.|correct|: Inside this little bag of water are three tiny leaves, a tiny shoot system with roots close to the top.
How do you define a controlled experiment?|An experiment is controlled if only one variable is changed at a time.|A controlled experiment is an experiment where you only change one variable.|correct|: If the students changes all variables at once, one or multiple of them might be affected by a hidden variable. For example if a boy and girl were asked to sniff different essential oils for their effect on romantic feelings , they would presumably not tell us which oil smells better as that could have been influenced by gender . You
Look at the 2 solar water heaters shown here. The black triangular area is the solar collector in each container. If both heaters contain the same amount of water, would you expect the temperature change in heater X to be greater than, less than, or the same as the temperature change in heater Y after 30 minutes? (Same) Explain your answer.|The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.|Takes the same amount of space.|incorrect|: The black areas are both equal, so equal amounts of heat is being absorbed. Energy received = energy after - subtract KE on X product KE on Hot Water
Sue bought a white wading pool for her grandchildren. She wanted to heat up the water as fast as possible. She thought that if she put plastic sheeting in the bottom of the pool it might heat up the water faster. She had a sheet of yellow plastic and a sheet of dark green plastic. What should Sue do to heat the water as fast as possible? A. Put the yellow sheeting on the bottom of the pool. (B. Put the dark green sheeting on the bottom of the pool.) C. Put no sheeting on the bottom of the pool; leave it white. Explain why you chose that answer.|Darker colors absorb more heat than lighter colors. The dark green sheeting is the darkest color available so she should use the green sheeting.|Why I chose the dark green sheeting was because the darker color absorbs heat.|correct|Question: Sue wants to make an emergency shade in case she is out walking on her lunch hour. She has some dark green plastic sheeting and fastens it between trees with straps like these (Figure 1). What kind of shadow will the combination cast when viewed from directly above? A.(Show student figure that lies flat
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: seed coat.|The seed coat protects the seed until the plant begins to grow.|To protect the baby seed.|correct|: "If the seed coat is open, seeds store in moisture during over winter. If all its cells are living they release water when need ed by germinating plants." 
Why does a rubber band make a sound when you pluck it (pull and let go quickly)?|The rubber band vibrates.|Because it is sticky!|incorrect|: Falling objects have potential energy because of their position (height) and motion (acceleration). Once the rubber band is released, there's no force pulling it down. It moves as a wave. The higher parts move away from those lower-part waves meeting behind them to form an alternating pattern called nodes and ant
Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.|As time increases, the number of tree rings also increases.|This graph tells me this tree has a lot of rings.|incorrect|: Graph A shows that as time goes on rings are formed. This person is correct because the first few years have no tree rings but towards year ten there are many of them, after fifteen they become regular and more consistent until forty-five where it seems to alternate with every successive number of odd numbers being one ring less
Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?|Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.|They are different. Like bark not bark.|incorrect|: By looking at the type of boxes used, you can deduct that A must be finer than B.
Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?|The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.|It will not get light because the negative is getting to the motor.|incorrect|: A circuit has a closed loop so the current can go around and complete one whole path before going back to its starting point. 
Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.|Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.|Jorge knew a chemical reaction was occurred because it started bubble.|incorrect|: When two solutions are mixed together, mixing will not necessarily cause a chemical reaction. Some reactions quickly occur because the substances already contain molecules that react to form new compounds (sometimes leading to bubbling). But for other linear equations
Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?|Shadows change during the day because the Earth is turning. The Sun stays in one place.|It would best show it because the earth always rotates around the sun.|incorrect|: Shadows change during the day because we are rotating on our axis and orbiting the sun.
Why is it important to use a standard unit when making a measurement?|So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.|You might get more medicine than you needed.|correct|: Standardized units often include the type of sample, for example about how big it is (e.g., gee-grams), who made it (for example, by me) and where you got your information from if that seems important to consider. We should use this same convention whenever we talk or write
Look at the finger patterns below, then answer the questions. What is different about the finger patterns?|The loops begin at opposite sides of the print.|One has it one way and the other one the different way.|incorrect|: Learning to look for differences between finger patterns is important in order not mistake one print pattern for another, say Prints 52 & 53. Although beginning the loop at different sides of a hub are both executed on-the-run, they will be distinct prints when on evidence charts provided by investigators after sufficiently correct fingerprint comparisons
Kate said: "An object has to move to produce sound." Do you agree with her? Why or why not?|Agree. Vibrations are movements. Vibrations produce sound.|Yes, Because if things do not move it will not make a sound. Like if you are talking your voice box has to move.|incorrect|: In Kate's explanation, she states that the air surrounding a vibrating object has to have something to move it. When an object is making sound waves , those vibrations are causing particles in their environment (the atmosphere)to stir around and a molecule need only undergo a phase shift or displacement of one unit for theref
The change in elevation between contour line A and contour line B is 20 meters. What is the change in elevation between contour line A and contour line C? How do you know that is the change in elevation between A and C?|40 meters. The change in elevation is 20 meters between A and B and 20 meters between B and C. So the change between A and C is 40 meters. 20 m plus 20 m equals 40 m.|40, Because between each is 20 and if you times 20 twice you will get 40.|correct|:same convention whenever we talk or
Look at the picture of the bean seedling shortly after germination. Describe the function of each of the parts: cotyledon.|The cotyledon provides food for the plant until the plant can make food for itself.|Helps give the plant food.|incorrect|: The first leaves produced after germination function as food factories. Also, the cotyledon supplies nutrients necessary to support early growth of a root and shoot system until photosynthesis can begin producing sugars strong enough for continued energy production by both leaf and storage organ production from meristematic cells rather than differentiated tissues
Explain in one sentence what each graph tells you. Graph B) speed of light versus time.|As time increases, the speed of light stays the same (remains constant).|This graph tells me that the speed never changes.|correct|: The times at which Path B reaches a given point all occur at the same time. Since they are identical points, it is also true that velocity remains constant while starting from rest and continuing to 60 km/hour without acceleration or gravity
You used several methods to separate and identify the substances in mock rocks. How did you know the crystals were salt?|The crystals were square with Xs on the surface.|We used magnifying glasses and some sort of guide thing that told us what different kinds of salt looks like.|incorrect|: We used the methods to separate and identify unknown substances that I learned about in chemistry.
Gerry used a paper filter to separate a mixture of sand, salt, and water. Think about particle size and answer this question: Why did the salt go through the filter while the sand got caught?|The dissolved salt particles are small enough to go through the holes in the filter paper, but the sand particles are too large.|Because the salt was too small so small that you cannot see it.|correct|: Smaller particles can move through smaller openings. Holes in filter paper are small enough to trap large sand grains but allow salt particles, which were too small for the holes, to drip or wash away with water after they dried on cake-like blotting papers left overnight under a fume hood .
Draw an arrow to show which direction the water flows in the river. (Rose Mountain is on the left and Happy Valley is on the right in the drawing.) Why do you think the water flows in that direction?|Water will always flow downhill (mountain to valley).|The river dries as it gets to the mountains.|incorrect|: When water is flowing towards a low area (valley) it will always flow downhill to help the process of "lowest area".
You used several methods to separate and identify the substances in mock rocks. How did you separate the salt from the water?|The water was evaporated, leaving the salt.|By letting it sit in a dish for a day.|incorrect|: In order to get a concentrated mixture of salt and water, you can make ice cubes with fifty percent more sodium chloride added. Another way is during the second word problem when she had coffee moisture on her cheek for thirty-six hours straight .
You can tell if a rock contains calcite by putting it into a cold acid (like vinegar). Describe what you would observe if you did the acid test on a rock that contains this substance.|Many tiny bubbles will rise from the calcite when the calcite contacts the cold acid.|You would see if it bubbles.|incorrect|: The dissolution of calcite generates tiny gases (HCO 3 − ) that bubbles to the surface.
Anna wants to compare the fat in walnuts and peanuts. Using only the results from her experiment, how will Anna know which one, walnuts or peanuts, has more fat? The experiment has the following procedure: Measure out equal masses of walnuts and peanuts (for example, one gram). Smash the samples uniformly in the same size area on brown paper. Wait (the same time for each).|Anna should compare the size of the grease spots. The sample with the larger grease spot has more fat.|Using only the results from her experiment, Anna will know which one has more fat in it by the larger the grease spot the more fat.|correct|: Choice 2 is the correct answer. Anna collected pieces of brown paper or something similar, laid out to make a flat surface large enough to contain her peanut and walnut samples equally. She then should have flattened each sample onto one area for all question in this lab so there are no areas that would favor either kind of
Adam's friend gave him a cup filled with a water solution. Adam did not know what solid material was used to make it. He evaporated the solution and found crystals in the dish after all of the water was gone. How will the crystals help him decide what solid material was used to make the solution?|Crystals of different materials have different shapes. So the shape will help identify the material.|He could see what solid used and he will find out what it is.|incorrect|: (Student) has an additional, but redundant alternative for the material consideration: crystal shapes. Each character in Adam'sFriendGaveADisk tag sequence is unnecessary and was missed by several students. Moreover, specifying what his friend gave him--a "cup filled with a water solution" rather than just "the contents
Wendy is making an electromagnet. She wrapped a long, insulated wire around an iron nail. What should Wendy do next to complete the electromagnet?|Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.|She would put and back it to a D-cell.|correct|: If the nail is placed near to iron objects, they are attracted by this magnet.
Don wants to make a map of his neighborhood that fits into his notebook. He has a photograph of the neighborhood but it is too large. Complete the description of how Don can draw an accurate map that fits into his notebook: 1. Put an overlay grid over the model. 2. ____ 3. Draw a smaller grid with the same number of squares in your notebook. 4. ____ 5. Create a key to go with the map.|2: Trace the features from the photograph onto the overlay grid. 4: Transfer the features to the matching squares on the smaller grid in your notebook.|2. Trace the model onto the overlay grid. 4. And copy the overlay grid onto the smaller grid that is in your notebook.|correct|: I expect students to be able to follow a procedure or sequence of steps even if the teacher only explicitly writes one step. Writing ModelImagery correctly is harder than it appears because you will get ridges in your paper when marked up through two layers (1) drawing grid over image, and (2) pen
Describe the relationship between the length of the string and the number of swings a swinger makes in 15 seconds.|The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.|The longer the swinger the less swings it makes.|correct| : Observation shows that one shorter string makes far more swings than the longer piece of ribbon, wooden rod or even rope after 15 seconds. Question : Is 20% greater than 16?
Jana and Emily used indophenol to test 3 beverages for vitamin C. The number of drops they added to make a 10 milliliters sample of the blue indophenol indicator become colorless are given here: 8 drops of Overly Orange 13 drops of Luscious Lemon 33 drops of Fruitsnap (and it still didn't change color). Why didn't the indophenol change color with Fruitsnap?|Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.|The indophenol did not change color with Fruitsnap because it did not have any vitamin C in it.|correct|: The graph shows that little or no vitamin C drops the level at which this solution turns yellow. We know from experience, if it dropped below 0 ng/g would make no color change to purple-orange by itself showing how much essential nutrient is in our foods and drinks each time we eat them!
